id,greek,english,russian,level,group,type,example
2461,απάνθρωπος,inhuman,бесчеловечный,B1,objects,adjective,Ο υπολογιστής είναι απάνθρωπος.
2462,απαριθμώ,"to recite, to enumerate","перечислять, исчислять",B1,verbs,verb,Τώρα απαριθμώ λίγο.
2463,η απασχόληση,"work, employment","работа, трудоустройство",B1,school,noun,η απασχόληση είναι χρήσιμη.
2464,απασχολούμαι,"to be busy, occupied",быть занятым,B1,verbs,verb,Τώρα απασχολούμαι λίγο.
2465,απασχολώ,"to employ, occupy","занимать, трудоустраивать",B1,verbs,verb,Τώρα απασχολώ λίγο.
2466,η απάτη,"fraud, scam","мошенничество, обман",B1,concepts,noun,η απάτη είναι σημαντική.
2467,η απειλή,threat,угроза,B1,objects,noun,η απειλή είναι χρήσιμη.
2468,απειλητικός,threatening,угрожающий,B1,objects,adjective,Ο υπολογιστής είναι απειλητικός.
2469,απειλητικά,in a threatening way,угрожающим образом,B1,concepts,adverb,Μίλησε απειλητικά στον οδηγό.
2470,απειλούμαι,to be threatened,быть под угрозой,B1,verbs,verb,Τώρα απειλούμαι κάτι καλό.
2471,απειλώ,to threaten,угрожать,B1,verbs,verb,Τώρα απειλώ κάτι καλό.
2472,άπειρος,inexperienced,неопытный,B1,descriptions,adjective,Ο φίλος μου είναι άπειρος.
2473,απελπίζομαι,to despair,отчаяться,B1,verbs,verb,Τώρα απελπίζομαι λίγο.
2474,η απελπισία,despair,отчаяние,B1,objects,noun,η απελπισία είναι χρήσιμη.
2475,απελπισμένος,desperate,отчаянный,B1,objects,adjective,Ο υπολογιστής είναι απελπισμένος.
2476,απελπιστικός,hopeless,безнадежный,B1,descriptions,adjective,Ο φίλος μου είναι απελπιστικός.
2477,απεριόριστος,"boundless, limitless",безграничный,B1,descriptions,adjective,Ο φίλος μου είναι απεριόριστος.
2478,απέχω,"to be far, abstain","быть далеко, воздерживаться",B1,verbs,verb,Τώρα απέχω λίγο.
2479,η άπλα,"roominess, spaciousness",простор,B1,home,noun,η άπλα είναι χρήσιμη.
2480,η απλότητα,simplicity,простота,B1,concepts,noun,η απλότητα είναι όμορφη.
2481,απλωμένος,"outstretched, spread out","растянутый, распространять",B1,concepts,adjective,Ο τρόπος είναι απλωμένος.
2482,απλώς,"only, simply","только, просто",B1,basics,adverb,Μιλάει απλώς.
2483,το απόβλητο,"waste, sewage","отходы, канализация",B1,nature,noun,το απόβλητο είναι όμορφο.
2484,απογειώνομαι,to take off,взлетать,B1,verbs,verb,Σήμερα απογειώνομαι κάτι μικρό.
2485,απογειώνω,to make take off,поднимать в воздух,B1,verbs,verb,Σήμερα απογειώνω κάτι μικρό.
2486,η απογείωση,"take-off, lift-off",взлет,B1,travel,noun,η απογείωση είναι όμορφη.
2487,απογοητευμένος,disappointed,разочарованный,B1,descriptions,adjective,Ο φίλος μου είναι απογοητευμένος.
2488,η απογοήτευση,disappointment,разочарование,B1,descriptions,noun,η απογοήτευση είναι καλή.
2489,απογοητευτικός,disappointing,разочаровывающий,B1,objects,adjective,Ο υπολογιστής είναι απογοητευτικός.
2490,απογοητεύω,to disappoint,разочаровать,B1,verbs,verb,Τώρα απογοητεύω λίγο.
2491,η απόδειξη,"proof, receipt","доказательство, квитанция",B1,money,noun,η απόδειξη είναι σημαντική.
2492,αποδίδω,"to perform, attribute","давать результат, приписывать",B1,verbs,verb,Τώρα αποδίδω λίγο.
2493,αποδρώ,"to escape, get away","сбежать, скрыться",B1,verbs,verb,Τώρα αποδρώ λίγο.
2494,η αποζημίωση,compensation,компенсация,B1,money,noun,η αποζημίωση είναι σημαντική.
2495,αποθαρρύνω,"to discourage, to dishearten","обескураживать, разочаровывать",B1,verbs,verb,Τώρα αποθαρρύνω λίγο.
2496,η αποικία,colony,колония,B1,objects,noun,η αποικία είναι χρήσιμη.
2497,αποκαλώ,"to call, to name","называть, обращаться",B1,verbs,verb,Σήμερα αποκαλώ με έναν φίλο.
2498,ο αποκλεισμός,exclusion,исключение,B1,concepts,noun,ο αποκλεισμός είναι σημαντικός.
2499,αποκλειστικά,exclusively,исключительно,B1,descriptions,adverb,Μιλάει αποκλειστικά.
2500,αποκριάτικος,"carnival-related, masquerade","карнавальный, маскарадный",B1,society,adjective,Ο φίλος μου είναι αποκριάτικος.
2501,η απόκτηση,acquisition,приобретение,B1,concepts,noun,η απόκτηση είναι σημαντική.
2502,απολαμβάνω,to enjoy,наслаждаться,B1,verbs,verb,Τώρα απολαμβάνω λίγο.
2503,η απόλαυση,"enjoyment, pleasure","наслаждение, удовольствие",B1,descriptions,noun,η απόλαυση είναι καλή.
2504,απολαυστικός,enjoyable,"приятный, доставляющий удовольствие",B1,descriptions,adjective,Ο φίλος μου είναι απολαυστικός.
2505,απολυμαίνω,to disinfect,дезинфицировать,B1,verbs,verb,Τώρα απολυμαίνω λίγο.
2506,απόλυτος,absolute,абсолютный,B1,objects,adjective,Ο υπολογιστής είναι απόλυτος.
2507,απόλυτα,absolutely,абсолютно,B1,descriptions,adverb,Μιλάει απόλυτα.
2508,το απολυτήριο,"certificate, diploma","сертификат, диплом",B1,school,noun,το απολυτήριο είναι χρήσιμο.
2509,απόμακρος,distant,далекий,B1,descriptions,adjective,Ο φίλος μου είναι απόμακρος.
2510,απομακρύνω,to remove,удалять,B1,verbs,verb,Σήμερα απομακρύνω νωρίς.
2511,απομονωμένος,isolated,изолированный,B1,descriptions,adjective,Ο φίλος μου είναι απομονωμένος.
2512,απομονώνω,to isolate,изолировать,B1,verbs,verb,Τώρα απομονώνω λίγο.
2513,η απομόνωση,isolation,изоляция,B1,concepts,noun,η απομόνωση είναι σημαντική.
2514,η απορία,"question, query","вопрос, запрос",B1,communication,noun,η απορία είναι σημαντική.
2515,η απορρίμματα,"garbage, waste","мусор, отходы",B1,nature,noun,η απορρίμματα είναι όμορφη.
2516,απορώ,to wonder,удивляться,B1,verbs,verb,Τώρα απορώ λίγο.
2517,η αποσκευή,"suitcase, baggage","чемодан, багаж",B1,city,noun,η αποσκευή είναι όμορφη.
2518,το απόσπασμα,"passage, extract","проход, экстракт",B1,concepts,noun,το απόσπασμα είναι σημαντικό.
2519,η αποστολή,"shipment, dispatch","груз, отправка",B1,shopping,noun,η αποστολή είναι καλή.
2520,ο Αποστόλης,Apostolis,Апостолы,B1,names,noun,ο Αποστόλης μένει κοντά μας.
2521,αποτελεσματικός,effective,эффективный,B1,descriptions,adjective,Ο φίλος μου είναι αποτελεσματικός.
2522,αποτελεσματικά,effectively,эффективно,B1,descriptions,adverb,Μιλάει αποτελεσματικά.
2523,αποτελούμαι,to consist of,состоять из,B1,verbs,verb,Τώρα αποτελούμαι λίγο.
2524,αποτελώ,to constitute,составлять,B1,verbs,verb,Τώρα αποτελώ λίγο.
2525,αποτυχαίνω,to fail,провалиться,B1,verbs,verb,Τώρα αποτυχαίνω λίγο.
2526,η αποτυχία,failure,неудача,B1,objects,noun,η αποτυχία είναι χρήσιμη.
2527,απουσιάζω,to be absent,отсутствовать,B1,verbs,verb,Τώρα απουσιάζω λίγο.
2528,το αποφάγι,leftovers,остатки,B1,space,noun,το αποφάγι είναι καλό.
2529,αποφασισμένος,determined,определяемый,B1,descriptions,adjective,Ο φίλος μου είναι αποφασισμένος.
2530,αποφασιστικός,decisive,решительный,B1,descriptions,adjective,Ο φίλος μου είναι αποφασιστικός.
2531,αποχαιρετώ,to say goodbye,прощаться,B1,verbs,verb,Σήμερα αποχαιρετώ νωρίς.
2532,η απόχρωση,"hue, tint",оттенок,B1,concepts,noun,η απόχρωση είναι σημαντική.
2533,απόψε,tonight,сегодня вечером,B1,time,adverb,Μιλάει απόψε.
2534,η άποψη,opinion,мнение,B1,concepts,noun,η άποψη είναι σημαντική.
2535,απρόθυμος,reluctant,неохотный,B1,descriptions,adjective,Ο φίλος μου είναι απρόθυμος.
2536,απρόσεκτος,careless,беспечный,B1,descriptions,adjective,Ο φίλος μου είναι απρόσεκτος.
2537,αράζω,"to relax, to lounge","расслабляться, в гостиную",B1,verbs,verb,Τώρα αράζω λίγο.
2538,αραιωμένος,diluted,разбавленный,B1,food,adjective,Ο καφές είναι αραιωμένος.
